#Person location Sublocation StartTime EndTime Type
40053 977 1 9664980 0 1
40053 520 1 9682500 0 1
40052 5252 1 10299720 0 1
40021 993 1 9441780 0 1
40022 993 1 8767620 0 1
40022 997 1 8820900 0 1
40022 997 1 8830980 0 1
40004 984 1 8976780 0 1
40022 522 1 8891460 0 1
40000 5302 1 9084540 0 1
40000 974 1 9084780 0 1
40045 970 1 7878900 0 1
40045 1101 1 7885920 0 1
40040 5302 1 10153740 0 1
40002 994 1 10202040 0 1
40046 5037 1 10394340 0 1
40035 5302 1 8558160 0 1
40035 972 1 8570580 0 1
40030 994 1 8514240 0 1
40013 5035 1 10271460 0 1
40049 5182 1 9046740 0 1
40006 5302 1 8175300 0 1
40003 1014 1 20519640 0 1
40007 5116 1 8015400 0 1
40053 1091 1 9664980 0 1
40053 1091 1 9682260 0 1
40052 5048 1 10299960 0 1
40022 993 1 8745720 0 1
40022 995 1 8797140 0 1
40004 973 1 8952960 0 1
40045 970 1 7884660 0 1
40008 978 1 8128380 0 1
40009 986 1 10194360 0 1
40009 5188 1 10191720 0 1
40061 878 1 9133440 0 1
40014 974 1 8430960 0 1
40024 978 1 10501320 0 1
40057 975 1 9193320 0 1
40001 5208 1 10249200 0 1
40011 1074 1 8684580 0 1
40032 1120 1 8150400 0 1
40054 986 1 9096240 0 1
40053 1091 1 9679860 0 1
40026 5152 1 22592400 0 1
40022 993 1 8790660 0 1
40004 973 1 8960940 0 1
40045 970 1 7880340 0 1
40045 1101 1 7888980 0 1
40045 5043 1 7899900 0 1
40008 978 1 8126940 0 1
40008 982 1 8137020 0 1
40040 1115 1 10155840 0 1
40014 974 1 8426160 0 1
40030 5020 1 8513760 0 1
40024 997 1 10519800 0 1
40024 997 1 10521480 0 1
40020 512 1 9756120 0 1
40041 979 1 10388580 0 1
40036 5302 1 8835960 0 1
40015 977 1 8306280 0 1
40015 977 1 8314920 0 1
40037 975 1 9607020 0 1
40023 973 1 9859740 0 1
40016 939 1 9495060 0 1
40016 1031 1 9523620 0 1
40054 986 1 9081840 0 1
40022 968 1 8697060 0 1
40022 968 1 8699940 0 1
40004 984 1 8968800 0 1
40004 996 1 8978400 0 1
40004 996 1 8987040 0 1
40022 522 1 8914500 0 1
40009 986 1 10195320 0 1
40033 991 1 10092720 0 1
40039 969 1 10273980 0 1
40000 974 1 9088560 0 1
40024 978 1 10502760 0 1
40024 978 1 10505640 0 1
40001 5037 1 10251600 0 1
40016 1031 1 9522420 0 1
40054 977 1 9068880 0 1
40054 986 1 9086160 0 1
40007 969 1 8028660 0 1
40053 898 1 9655380 0 1
40053 1091 1 9675540 0 1
40052 1216 1 10302120 0 1
40022 976 1 8730180 0 1
40022 997 1 8829540 0 1
40022 997 1 8832420 0 1
40004 973 1 8957280 0 1
40042 969 1 9574260 0 1
40061 878 1 9136320 0 1
40034 878 1 8961420 0 1
40014 5252 1 8425680 0 1
40027 1152 1 9408120 0 1
40024 5185 1 10494960 0 1
40024 978 1 10499880 0 1
40057 975 1 9194940 0 1
40013 5252 1 10260060 0 1
40013 975 1 10262100 0 1
40043 989 1 9830520 0 1
40037 982 1 9616140 0 1
40023 970 1 9866880 0 1
40011 1093 1 8721540 0 1
40006 976 1 8184480 0 1
40016 5183 1 9492000 0 1
40016 939 1 9493620 0 1
40016 1031 1 9520980 0 1
40048 1341 1 18948000 0 1
40048 1341 1 18949140 0 1
40054 977 1 9061680 0 1
40054 977 1 9078960 0 1
40007 1026 1 8024340 0 1
40022 612 1 8727180 0 1
40022 997 1 8859780 0 1
40022 522 1 8895780 0 1
40060 981 1 9079260 0 1
40040 1115 1 10155300 0 1
40039 996 1 10274880 0 1
40034 878 1 8960640 0 1
40014 974 1 8424420 0 1
40024 5257 1 10498140 0 1
40001 5259 1 10251600 0 1
40001 5043 1 10251960 0 1
40006 976 1 8197440 0 1
40016 939 1 9495900 0 1
40016 1035 1 9496500 0 1
40016 1068 1 9505140 0 1
40016 1031 1 9512340 0 1
40058 764 1 11837220 0 1
40003 1014 1 20518260 0 1
40021 5034 1 9436920 0 1
40055 969 1 9568260 0 1
40022 5302 1 8690760 0 1
40022 5038 1 8696580 0 1
40022 976 1 8733060 0 1
40004 984 1 8965920 0 1
40022 522 1 8918820 0 1
40045 5257 1 7877880 0 1
40000 1228 1 9112620 0 1
40000 974 1 9108720 0 1
40024 1111 1 10527240 0 1
40043 5116 1 9819960 0 1
40049 992 1 9053880 0 1
40049 992 1 9061080 0 1
40015 977 1 8307780 0 1
40015 977 1 8313540 0 1
40037 975 1 9611820 0 1
40023 5122 1 9842340 0 1
40023 973 1 9852540 0 1
40006 976 1 8175840 0 1
40017 974 1 8399640 0 1
40007 5116 1 8015640 0 1
40052 979 1 10300680 0 1
40022 5038 1 8696580 0 1
40022 993 1 8761860 0 1
40022 995 1 8807940 0 1
40004 973 1 8963040 0 1
40004 970 1 8976780 0 1
40031 973 1 8441340 0 1
40027 1156 1 9405300 0 1
40027 5133 1 9405300 0 1
40030 5275 1 8513880 0 1
40030 994 1 8516520 0 1
40001 1224 1 10258320 0 1
40015 5252 1 8306280 0 1
40015 518 1 8317020 0 1
40023 5252 1 9866580 0 1
40011 1093 1 8716260 0 1
40044 5034 1 9545580 0 1
40048 1341 1 18948960 0 1
40048 1237 1 18952620 0 1
40032 5256 1 8139300 0 1
40032 968 1 8141640 0 1
40054 977 1 9058920 0 1
40054 977 1 9067440 0 1
40022 522 1 8907300 0 1
40022 522 1 8911620 0 1
40045 1101 1 7891860 0 1
40008 978 1 8122620 0 1
40040 5257 1 10154040 0 1
40034 5189 1 8959260 0 1
40030 968 1 8509740 0 1
40030 994 1 8509920 0 1
40013 989 1 10259220 0 1
40049 5259 1 9047520 0 1
40049 992 1 9056760 0 1
40037 975 1 9613260 0 1
40006 976 1 8201040 0 1
40016 1035 1 9499380 0 1
40044 969 1 9546120 0 1
40007 968 1 8015940 0 1
40022 976 1 8740260 0 1
40004 973 1 8948640 0 1
40004 984 1 8964120 0 1
40022 997 1 8855460 0 1
40045 1101 1 7897200 0 1
40000 1228 1 9117360 0 1
40000 974 1 9102960 0 1
40035 972 1 8568120 0 1
40035 1096 1 8573880 0 1
40014 5043 1 8424360 0 1
40041 5256 1 10386000 0 1
40015 639 1 8324580 0 1
40023 5122 1 9842580 0 1
40025 973 1 8830320 0 1
40016 1031 1 9518100 0 1
40058 764 1 11835180 0 1
40017 974 1 8398860 0 1
40038 810 1 26418480 0 1
40059 996 1 9298200 0 1
40056 5303 1 10154520 0 1
40054 977 1 9073200 0 1
40022 973 1 8690880 0 1
40022 995 1 8805060 0 1
40004 984 1 8964480 0 1
40018 979 1 10141440 0 1
40000 1228 1 9121680 0 1
40042 5188 1 9572400 0 1
40020 970 1 9753240 0 1
40062 970 1 10012440 0 1
40041 5256 1 10385640 0 1
40043 976 1 9825420 0 1
40015 5195 1 8303640 0 1
40015 5187 1 8304360 0 1
40023 973 1 9861180 0 1
40025 5302 1 8829600 0 1
40025 5185 1 8829600 0 1
40058 5115 1 11832660 0 1
40048 1341 1 18949260 0 1
40032 5256 1 8139120 0 1
40032 968 1 8144820 0 1
40054 986 1 9102960 0 1
40007 969 1 8032860 0 1
40053 898 1 9643860 0 1
40053 520 1 9688500 0 1
40004 973 1 8949480 0 1
40045 5302 1 7877760 0 1
40008 982 1 8139060 0 1
40000 974 1 9111600 0 1
40000 974 1 9091440 0 1
40012 1476 1 14416320 0 1
40036 973 1 8836260 0 1
40043 976 1 9821880 0 1
40049 969 1 9051960 0 1
40006 976 1 8175480 0 1
40017 981 1 8406060 0 1
40044 5287 1 9542880 0 1
40032 968 1 8139300 0 1
40032 968 1 8144520 0 1
40003 5034 1 20518320 0 1
40054 977 1 9080400 0 1
40052 1216 1 10305000 0 1
40021 970 1 9441180 0 1
40021 993 1 9446100 0 1
40022 993 1 8725860 0 1
40022 976 1 8744580 0 1
40022 993 1 8756100 0 1
40022 993 1 8780580 0 1
40022 997 1 8816580 0 1
40000 1228 1 9115920 0 1
40000 1228 1 9120240 0 1
40000 974 1 9092880 0 1
40034 878 1 8960520 0 1
40046 0 1 10393980 0 1
40035 1103 1 8585400 0 1
40019 885 1 17636880 0 1
40030 994 1 8512800 0 1
40013 5266 1 10271220 0 1
40001 5208 1 10249560 0 1
40001 976 1 10255440 0 1
40049 969 1 9046740 0 1
40005 974 1 8124180 0 1
40015 977 1 8310660 0 1
40037 5049 1 9606540 0 1
40023 970 1 9866580 0 1
40006 5302 1 8175480 0 1
40016 5183 1 9492360 0 1
40017 5302 1 8396280 0 1
40038 810 1 26421360 0 1
40059 5038 1 9303240 0 1
40032 5302 1 8139120 0 1
40032 5302 1 8139120 0 1
40032 5256 1 8143080 0 1
40032 968 1 8143080 0 1
40032 990 1 8145960 0 1
40003 5186 1 20517480 0 1
40003 5034 1 20518260 0 1
40003 5045 1 20518320 0 1
40003 5045 1 20518440 0 1
40007 5263 1 8025000 0 1
40053 1091 1 9671220 0 1
40021 4002 1 9436380 0 1
40021 5035 1 9436380 0 1
40021 970 1 9438900 0 1
40004 5266 1 8949420 0 1
40004 984 1 8974560 0 1
40022 997 1 8885700 0 1
40045 1101 1 7886100 0 1
40046 5079 1 10394040 0 1
40014 974 1 8429520 0 1
40019 5117 1 17631300 0 1
40024 978 1 10504200 0 1
40057 5302 1 9192720 0 1
40057 975 1 9200160 0 1
40011 971 1 8693220 0 1
40006 976 1 8202660 0 1
40059 5117 1 9297840 0 1
40022 968 1 8698500 0 1
40022 993 1 8750340 0 1
40022 997 1 8822340 0 1
40022 522 1 8902980 0 1
40022 522 1 8910180 0 1
40060 981 1 9080460 0 1
40031 5112 1 8441340 0 1
40031 973 1 8442900 0 1
40045 995 1 7897200 0 1
40008 978 1 8124060 0 1
40034 822 1 8959260 0 1
40020 512 1 9754380 0 1
40041 979 1 10386060 0 1
40043 976 1 9829740 0 1
40049 915 1 9067500 0 1
40015 977 1 8307780 0 1
40023 5252 1 9866880 0 1
40011 1093 1 8717700 0 1
40006 976 1 8193120 0 1
40044 889 1 9544680 0 1
40054 986 1 9099120 0 1
40053 898 1 9642420 0 1
40026 5152 1 22592400 0 1
40022 968 1 8710020 0 1
40022 976 1 8738820 0 1
40022 976 1 8741700 0 1
40022 993 1 8784900 0 1
40022 997 1 8815140 0 1
40022 997 1 8869860 0 1
40018 1117 1 10148040 0 1
40051 977 1 10482960 0 1
40012 1439 1 14415300 0 1
40035 1103 1 8581080 0 1
40035 1103 1 8582520 0 1
40035 972 1 8559480 0 1
40014 5035 1 8424240 0 1
40041 4003 1 10385400 0 1
40041 979 1 10386540 0 1
40041 979 1 10388640 0 1
40001 1224 1 10259760 0 1
40001 1039 1 10262640 0 1
40023 973 1 9851100 0 1
40023 973 1 9855420 0 1
40023 970 1 9866160 0 1
40016 1031 1 9510480 0 1
40003 1014 1 20523960 0 1
40007 969 1 8015700 0 1
40053 898 1 9638940 0 1
40053 520 1 9691380 0 1
40021 5253 1 9436500 0 1
40028 1271 1 27121260 0 1
40022 993 1 8774820 0 1
40022 997 1 8872740 0 1
40040 969 1 10154400 0 1
40035 972 1 8571000 0 1
40010 971 1 10318620 0 1
40043 976 1 9820320 0 1
40015 518 1 8316420 0 1
40011 1093 1 8719140 0 1
40006 976 1 8181600 0 1
40006 976 1 8187360 0 1
40016 1068 1 9509460 0 1
40017 5050 1 8397000 0 1
40038 810 1 26419920 0 1
40029 1338 1 3743100 0 1
40056 978 1 10158000 0 1
40032 995 1 8151060 0 1
40054 977 1 9081660 0 1
40053 1091 1 9678420 0 1
40055 969 1 9568140 0 1
40022 976 1 8731620 0 1
40022 997 1 8841060 0 1
40022 997 1 8861220 0 1
40045 5267 1 7899840 0 1
40008 978 1 8129820 0 1
40040 969 1 10154040 0 1
40046 5037 1 10394280 0 1
40046 970 1 10395000 0 1
40014 5111 1 8420100 0 1
40019 1069 1 17635260 0 1
40024 978 1 10497960 0 1
40030 968 1 8509260 0 1
40057 996 1 9200160 0 1
40013 5257 1 10260000 0 1
40049 969 1 9048120 0 1
40005 5302 1 8121840 0 1
40015 5195 1 8303760 0 1
40006 996 1 8204640 0 1
40016 1031 1 9510900 0 1
40016 1031 1 9513780 0 1
40058 5115 1 11832240 0 1
40050 5129 1 30498660 0 1
40017 974 1 8397000 0 1
40044 983 1 9554760 0 1
40059 996 1 9298380 0 1
40056 995 1 10162080 0 1
40003 1014 1 20525040 0 1
40054 977 1 9070320 0 1
40053 977 1 9659700 0 1
40004 5041 1 8949420 0 1
40022 997 1 8854020 0 1
40022 522 1 8892900 0 1
40045 1101 1 7894740 0 1
40061 878 1 9137760 0 1
40024 978 1 10519800 0 1
40043 976 1 9827640 0 1
40049 5038 1 9047820 0 1
40049 992 1 9061800 0 1
40023 973 1 9846780 0 1
40011 1093 1 8711940 0 1
40006 976 1 8185920 0 1
40050 5129 1 30498360 0 1
40059 5117 1 9298200 0 1
40032 5302 1 8139060 0 1
40032 995 1 8153940 0 1
40021 993 1 9443220 0 1
40022 5302 1 8690880 0 1
40022 993 1 8722980 0 1
40022 976 1 8734500 0 1
40022 995 1 8812260 0 1
40004 996 1 8981760 0 1
40022 997 1 8882820 0 1
40045 5032 1 7899720 0 1
40014 974 1 8425200 0 1
40024 997 1 10520040 0 1
40010 971 1 10327260 0 1
40013 5252 1 10260060 0 1
40058 5047 1 11837160 0 1
40017 981 1 8400300 0 1
40032 995 1 8151720 0 1
40053 977 1 9662580 0 1
40053 1091 1 9666900 0 1
40022 968 1 8702820 0 1
40022 993 1 8770500 0 1
40022 993 1 8776260 0 1
40022 997 1 8852580 0 1
40022 522 1 8890020 0 1
40000 974 1 9110160 0 1
40042 983 1 9575100 0 1
40002 975 1 10198080 0 1
40019 1069 1 17636700 0 1
40043 986 1 9830280 0 1
40015 5252 1 8305860 0 1
40015 518 1 8314980 0 1
40011 971 1 8690340 0 1
40011 971 1 8700420 0 1
40011 971 1 8707620 0 1
40011 971 1 8710500 0 1
40006 996 1 8207520 0 1
40016 1035 1 9497940 0 1
40017 974 1 8396820 0 1
40044 5043 1 9545700 0 1
40044 983 1 9555840 0 1
40007 969 1 8018580 0 1
40052 979 1 10301520 0 1
40008 978 1 8131260 0 1
40002 5302 1 10197780 0 1
40035 972 1 8572020 0 1
40014 5035 1 8424240 0 1
40024 978 1 10495560 0 1
40030 994 1 8515680 0 1
40036 5302 1 8836140 0 1
40049 969 1 9047460 0 1
40011 1117 1 8684040 0 1
40023 973 1 9842580 0 1
40016 939 1 9492360 0 1
40059 996 1 9299820 0 1
40054 5071 1 9091500 0 1
40007 969 1 8020020 0 1
40053 520 1 9694260 0 1
40028 1271 1 27121380 0 1
40022 5038 1 8696760 0 1
40022 995 1 8797860 0 1
40022 997 1 8871300 0 1
40022 522 1 8920260 0 1
40018 5302 1 10138500 0 1
40051 512 1 10485600 0 1
40040 5302 1 10153740 0 1
40039 996 1 10275420 0 1
40012 1476 1 14417220 0 1
40035 5302 1 8558220 0 1
40027 969 1 9405480 0 1
40027 1156 1 9405480 0 1
40024 5184 1 10494840 0 1
40024 978 1 10507080 0 1
40010 971 1 10317180 0 1
40010 971 1 10331580 0 1
40057 996 1 9202800 0 1
40041 5038 1 10385640 0 1
40041 5048 1 10386060 0 1
40013 508 1 10272780 0 1
40043 976 1 9823920 0 1
40043 986 1 9830220 0 1
40023 970 1 9866880 0 1
40038 810 1 26422800 0 1
40056 5117 1 10154640 0 1
40007 969 1 8025120 0 1
40022 972 1 8727120 0 1
40022 612 1 8727180 0 1
40004 5184 1 8948040 0 1
40022 997 1 8862660 0 1
40022 502 1 8888580 0 1
40000 5302 1 9084480 0 1
40045 995 1 7904820 0 1
40018 985 1 10141440 0 1
40014 5034 1 8425680 0 1
40020 970 1 9754380 0 1
40057 5302 1 9192660 0 1
40041 4003 1 10385460 0 1
40041 981 1 10390860 0 1
40013 508 1 10272180 0 1
40049 915 1 9063960 0 1
40037 5302 1 9606420 0 1
40037 982 1 9617580 0 1
40023 973 1 9843900 0 1
